"ID_FlightType","Flight_Type","Flight_status"
"F5081","National","Retardé"
"F5082","International","Annulé"
"F5083","International","Annulé"
"F5084","International","Retardé"
"F5085","International","Retardé"
"F5086","International","Annulé"
"F5087","International","Annulé"
"F5088","International","Annulé"
"F5089","International","à l heure"
"F5090","International","Annulé"
"F5091","International","Annulé"
"F5092","International","à l heure"
"F5093","International","Annulé"
"F5094","International","Retardé"
"F5095","International","Annulé"
"F5096","International","Annulé"
"F5097","International","Annulé"
"F5098","International","Annulé"
"F5099","International","Annulé"
"F5100","International","Annulé"
"F5101","International","Retardé"
"F5102","International","Retardé"
"F5103","International","Retardé"
"F5104","International","Annulé"
"F5105","International","Annulé"
"F5106","International","Annulé"
"F5107","International","à l heure"
"F5108","International","Retardé"
"F5109","International","Retardé"
"F5110","International","Annulé"
"F5111","International","Retardé"
"F5112","International","Retardé"
"F5113","International","Retardé"
"F5114","International","Annulé"
"F5115","International","Annulé"
"F5116","International","à l heure"
"F5117","International","Annulé"
"F5118","International","Retardé"
"F5119","International","Retardé"
"F5120","International","Annulé"
"F5121","International","Annulé"
"F5122","International","Retardé"
"F5123","International","à l heure"
"F5124","International","Annulé"
"F5125","International","Annulé"
"F5126","International","Retardé"
"F5127","International","Annulé"
"F5128","International","Annulé"
"F5129","International","Annulé"
"F5130","International","Annulé"
"F5131","International","Retardé"
"F5132","International","Annulé"
"F5133","International","à l heure"
"F5134","National","Annulé"
"F5135","International","Annulé"
"F5136","International","Retardé"
"F5137","International","Retardé"
"F5138","International","Annulé"
"F5139","National","Annulé"
"F5140","International","Annulé"
"F5141","International","Retardé"
"F5142","International","Retardé"
"F5143","International","Annulé"
"F5144","International","Retardé"
"F5145","International","Annulé"
"F5146","International","à l heure"
"F5147","International","Retardé"
"F5148","International","Annulé"
"F5149","International","Retardé"
"F5150","International","Retardé"
"F5151","International","Retardé"
"F5152","International","à l heure"
"F5153","International","à l heure"
"F5154","International","Retardé"
"F5155","International","Annulé"
"F5156","International","Annulé"
"F5157","International","Annulé"
"F5158","International","Annulé"
"F5159","International","à l heure"
"F5160","International","Annulé"
"F5161","International","Annulé"
"F5162","International","Annulé"
"F5163","International","Annulé"
"F5164","International","Annulé"
"F5165","International","Retardé"
"F5166","International","Annulé"
"F5167","International","Annulé"
"F5168","International","Retardé"
"F5169","International","Retardé"
"F5170","International","Annulé"
"F5171","International","à l heure"
"F5172","International","Annulé"
"F5173","International","Annulé"
"F5174","International","Annulé"
"F5175","International","Annulé"
"F5176","International","Annulé"
"F5177","International","Retardé"
"F5178","International","Annulé"
"F5179","International","à l heure"
"F5180","International","Annulé"
"F5181","International","à l heure"
"F5182","International","Annulé"
"F5183","International","Annulé"
"F5184","International","Retardé"
"F5185","International","Retardé"
"F5186","International","à l heure"
"F5187","International","Retardé"
"F5188","International","Retardé"
"F5189","International","Annulé"
"F5190","International","Annulé"
"F5191","International","Retardé"
"F5192","International","Annulé"
"F5193","National","Retardé"
"F5194","International","Retardé"
"F5195","International","Annulé"
"F5196","International","à l heure"
"F5197","International","Retardé"
"F5198","International","Annulé"
"F5199","International","Annulé"
"F5200","International","Retardé"
"F5201","International","Retardé"
"F5202","International","Annulé"
"F5203","International","Retardé"
"F5204","International","Retardé"
"F5205","International","Retardé"
"F5206","International","Annulé"
"F5207","International","Annulé"
"F5208","National","Annulé"
"F5209","International","Annulé"
"F5210","International","Retardé"
"F5211","International","Retardé"
"F5212","International","Retardé"
"F5213","International","Annulé"
"F5214","International","à l heure"
"F5215","International","Annulé"
"F5216","International","Retardé"
"F5217","International","Annulé"
"F5218","International","Annulé"
"F5219","International","Retardé"
"F5220","International","Annulé"
"F5221","International","à l heure"
"F5222","International","Retardé"
"F5223","International","Annulé"
"F5224","International","Annulé"
"F5225","International","Annulé"
"F5226","International","Retardé"
"F5227","International","Retardé"
"F5228","International","à l heure"
"F5229","International","Annulé"
"F5230","International","Annulé"
"F5231","International","Annulé"
"F5232","International","Retardé"
"F5233","International","Annulé"
"F5234","International","Retardé"
"F5235","International","Retardé"
"F5236","International","Retardé"
"F5237","International","Retardé"
"F5238","International","Retardé"
"F5239","International","Retardé"
"F5240","International","Retardé"
"F5241","National","Annulé"
"F5242","International","Annulé"
"F5243","International","à l heure"
"F5244","International","Retardé"
"F5245","International","Annulé"
"F5246","International","Annulé"
"F5247","International","Annulé"
"F5248","International","Retardé"
"F5249","International","Annulé"
"F5250","International","Retardé"
"F5251","International","à l heure"
"F5252","International","Retardé"
"F5253","International","Annulé"
"F5254","International","Retardé"
"F5255","International","Retardé"
"F5256","International","Retardé"
"F5257","International","Annulé"
"F5258","International","Retardé"
"F5259","International","Annulé"
"F5260","International","Annulé"
"F5261","International","Retardé"
"F5262","International","Retardé"
"F5263","International","Annulé"
"F5264","International","Retardé"
"F5265","International","à l heure"
"F5266","International","à l heure"
"F5267","International","Retardé"
"F5268","International","Retardé"
"F5269","International","Annulé"
"F5270","International","Retardé"
"F5271","International","à l heure"
"F5272","International","Retardé"
"F5273","International","Retardé"
"F5274","International","Retardé"
"F5275","International","Annulé"
"F5276","National","Annulé"
"F5277","National","Annulé"
"F5278","International","Retardé"
"F5279","International","Annulé"
"F5280","International","Retardé"
"F5281","International","Retardé"
"F5282","International","à l heure"
"F5283","International","Retardé"
"F5284","International","Annulé"
"F5285","International","Annulé"
"F5286","International","Retardé"
"F5287","International","Retardé"
"F5288","International","Retardé"
"F5289","International","Retardé"
"F5290","International","Retardé"
"F5291","International","Retardé"
"F5292","International","Annulé"
"F5293","International","Retardé"
"F5294","International","Retardé"
"F5295","International","Annulé"
"F5296","International","Annulé"
"F5297","International","Retardé"
"F5298","International","Retardé"
"F5299","International","Annulé"
"F5300","International","Retardé"
"F5301","International","Annulé"
"F5302","International","Retardé"
"F5303","International","Annulé"
"F5304","International","Retardé"
"F5305","International","Retardé"
"F5306","International","Retardé"
"F5307","International","Annulé"
"F5308","International","Annulé"
"F5309","International","Retardé"
"F5310","International","Retardé"
"F5311","International","Retardé"
"F5312","International","à l heure"
"F5313","International","Annulé"
"F5314","International","Retardé"
"F5315","International","Retardé"
"F5316","International","Retardé"
"F5317","International","Annulé"
"F5318","International","Annulé"
"F5319","International","Annulé"
"F5320","International","Retardé"
"F5321","International","Annulé"
"F5322","International","Annulé"
"F5323","International","Annulé"
"F5324","International","Retardé"
"F5325","International","Retardé"
"F5326","International","Annulé"
"F5327","International","Annulé"
"F5328","International","Retardé"
"F5329","International","Annulé"
"F5330","International","Retardé"
"F5331","International","Annulé"
"F5332","International","Annulé"
"F5333","International","à l heure"
"F5334","International","à l heure"
"F5335","International","Retardé"
"F5336","International","Annulé"
"F5337","International","Annulé"
"F5338","International","Annulé"
"F5339","International","Annulé"
"F5340","International","Annulé"
"F5341","International","Retardé"
"F5342","International","Retardé"
"F5343","International","Annulé"
"F5344","International","Annulé"
"F5345","International","Retardé"
"F5346","International","Annulé"
"F5347","International","Retardé"
"F5348","International","Annulé"
"F5349","International","Annulé"
"F5350","International","Retardé"
"F5351","International","Annulé"
"F5352","International","Retardé"
"F5353","International","Retardé"
"F5354","International","Annulé"
"F5355","International","Annulé"
"F5356","International","Retardé"
"F5357","International","Annulé"
"F5358","International","Annulé"
"F5359","International","Retardé"
"F5360","International","Retardé"
"F5361","National","Annulé"
"F5362","International","Annulé"
"F5363","International","Annulé"
"F5364","International","Retardé"
"F5365","International","Annulé"
"F5366","International","Retardé"
"F5367","International","Retardé"
"F5368","International","Annulé"
"F5369","International","Retardé"
"F5370","International","Annulé"
"F5371","International","Retardé"
"F5372","International","Retardé"
"F5373","International","Retardé"
"F5374","International","Retardé"
"F5375","International","Retardé"
"F5376","International","Annulé"
"F5377","International","Retardé"
"F5378","National","Retardé"
"F5379","International","Annulé"
"F5380","International","Annulé"
"F5381","International","Annulé"
"F5382","International","Annulé"
"F5383","International","Annulé"
"F5384","International","Retardé"
"F5385","International","Annulé"
"F5386","International","Annulé"
"F5387","International","Retardé"
"F5388","International","Retardé"
"F5389","International","Retardé"
"F5390","International","à l heure"
"F5391","International","Annulé"
"F5392","International","Annulé"
"F5393","International","Annulé"
"F5394","International","à l heure"
"F5395","International","Retardé"
"F5396","International","Retardé"
"F5397","International","Retardé"
"F5398","International","Retardé"
"F5399","International","Retardé"
"F5400","National","Retardé"
"F5401","International","Retardé"
"F5402","International","Annulé"
"F5403","International","Retardé"
"F5404","International","Retardé"
"F5405","International","Annulé"
"F5406","International","Annulé"
"F5407","International","Retardé"
"F5408","International","Annulé"
"F5409","International","Annulé"
"F5410","International","Annulé"
"F5411","International","Retardé"
"F5412","International","Annulé"
"F5413","International","Retardé"
"F5414","International","Annulé"
"F5415","International","Retardé"
"F5416","International","Annulé"
"F5417","International","Retardé"
"F5418","International","Annulé"
"F5419","International","à l heure"
"F5420","National","à l heure"
"F5421","International","à l heure"
"F5422","International","Retardé"
"F5423","International","Annulé"
"F5424","International","Annulé"
"F5425","International","Retardé"
"F5426","International","Annulé"
"F5427","International","Retardé"
"F5428","International","Annulé"
"F5429","International","à l heure"
"F5430","International","Retardé"
"F5431","International","Annulé"
"F5432","International","Retardé"
"F5433","International","Annulé"
"F5434","International","Retardé"
"F5435","International","Retardé"
"F5436","International","Retardé"
"F5437","International","Annulé"
"F5438","International","Annulé"
"F5439","International","Annulé"
"F5440","International","Annulé"
"F5441","International","Retardé"
"F5442","International","Retardé"
"F5443","International","Retardé"
"F5444","International","Annulé"
"F5445","International","Retardé"
"F5446","International","Annulé"
"F5447","International","Annulé"
"F5448","International","à l heure"
"F5449","International","à l heure"
"F5450","International","Annulé"
"F5451","International","Annulé"
"F5452","International","Annulé"
"F5453","International","Annulé"
"F5454","International","à l heure"
"F5455","International","Retardé"
"F5456","International","Annulé"
"F5457","International","Retardé"
"F5458","International","Retardé"
"F5459","National","Retardé"
"F5460","International","à l heure"
"F5461","International","Annulé"
"F5462","International","Retardé"
"F5463","International","Retardé"
"F5464","International","Retardé"
"F5465","International","Retardé"
"F5466","International","Retardé"
"F5467","International","Retardé"
"F5468","National","Retardé"
"F5469","International","Retardé"
"F5470","International","Retardé"
"F5471","International","Annulé"
"F5472","International","Annulé"
"F5473","International","Annulé"
"F5474","International","Annulé"
"F5475","International","à l heure"
"F5476","International","Retardé"
"F5477","International","Retardé"
"F5478","International","à l heure"
"F5479","International","Retardé"
"F5480","International","Annulé"
"F5481","International","Annulé"
"F5482","International","à l heure"
"F5483","International","Retardé"
"F5484","International","Annulé"
"F5485","International","Retardé"
"F5486","International","à l heure"
"F5487","International","à l heure"
"F5488","International","Annulé"
"F5489","International","Retardé"
"F5490","International","à l heure"
"F5491","International","Annulé"
"F5492","International","Annulé"
"F5493","International","Annulé"
"F5494","International","Retardé"
"F5495","National","Retardé"
"F5496","International","Retardé"
"F5497","International","à l heure"
"F5498","International","Annulé"
"F5499","International","Retardé"
"F5500","International","Retardé"
"F5501","National","Annulé"
"F5502","International","Retardé"
"F5503","International","Annulé"
"F5504","International","Retardé"
"F5505","International","Retardé"
"F5506","International","Retardé"
"F5507","International","Annulé"
"F5508","International","Retardé"
"F5509","International","Annulé"
"F5510","International","Retardé"
"F5511","International","Annulé"
"F5512","National","Annulé"
"F5513","International","Annulé"
"F5514","International","à l heure"
"F5515","International","Annulé"
"F5516","International","Retardé"
"F5517","International","Annulé"
"F5518","International","Retardé"
"F5519","International","à l heure"
"F5520","International","Retardé"
"F5521","International","Annulé"
"F5522","International","Annulé"
"F5523","International","Annulé"
"F5524","International","Annulé"
"F5525","International","Annulé"
"F5526","International","Annulé"
"F5527","International","Retardé"
"F5528","International","à l heure"
"F5529","National","à l heure"
"F5530","International","Retardé"
"F5531","National","Annulé"
"F5532","National","à l heure"
"F5533","International","Annulé"
"F5534","International","Annulé"
"F5535","International","Annulé"
"F5536","International","Retardé"
"F5537","International","à l heure"
"F5538","International","Annulé"
"F5539","International","Annulé"
"F5540","International","Annulé"
"F5541","International","Retardé"
"F5542","International","Annulé"
"F5543","International","Annulé"
"F5544","International","à l heure"
"F5545","International","Retardé"
"F5546","International","à l heure"
"F5547","International","Retardé"
"F5548","International","Annulé"
"F5549","International","Retardé"
"F5550","International","Annulé"
"F5551","International","Annulé"
"F5552","International","Annulé"
"F5553","International","Retardé"
"F5554","International","à l heure"
"F5555","International","Retardé"
"F5556","International","Annulé"
"F5557","National","Annulé"
"F5558","International","Retardé"
"F5559","International","Annulé"
"F5560","International","Annulé"
"F5561","International","Annulé"
"F5562","International","Annulé"
"F5563","International","Annulé"
"F5564","International","Retardé"
"F5565","International","Annulé"
"F5566","International","Retardé"
"F5567","International","Annulé"
"F5568","National","Annulé"
"F5569","International","Annulé"
"F5570","International","Retardé"
"F5571","International","Annulé"
"F5572","International","Annulé"
"F5573","National","Annulé"
"F5574","International","Annulé"
"F5575","National","Retardé"
"F5576","International","Annulé"
"F5577","International","Retardé"
"F5578","International","Retardé"
"F5579","International","Retardé"
"F5580","International","Retardé"
"F5581","International","Annulé"
"F5582","International","Annulé"
"F5583","International","Annulé"
"F5584","International","Annulé"
"F5585","International","Annulé"
"F5586","International","Retardé"
"F5587","International","Annulé"
"F5588","International","Annulé"
"F5589","International","Annulé"
"F5590","International","Annulé"
"F5591","International","Retardé"
"F5592","International","Annulé"
"F5593","International","Annulé"
"F5594","International","Annulé"
"F5595","International","Annulé"
"F5596","International","Retardé"
"F5597","International","à l heure"
"F5598","International","Annulé"
"F5599","International","Retardé"
"F5600","International","Annulé"
"F5601","International","Annulé"
"F5602","International","Annulé"
"F5603","International","Annulé"
"F5604","International","Annulé"
"F5605","International","Retardé"
"F5606","International","Annulé"
"F5607","International","Annulé"
"F5608","International","Annulé"
"F5609","International","Annulé"
"F5610","International","Annulé"
"F5611","International","à l heure"
"F5612","International","à l heure"
"F5613","International","Retardé"
"F5614","International","Retardé"
"F5615","International","Retardé"
"F5616","International","Annulé"
"F5617","International","Annulé"
"F5618","International","Annulé"
"F5619","International","Retardé"
"F5620","International","Retardé"
"F5621","International","Annulé"
"F5622","International","à l heure"
"F5623","International","à l heure"
"F5624","International","Retardé"
"F5625","International","à l heure"
"F5626","International","Retardé"
"F5627","International","Retardé"
"F5628","International","à l heure"
"F5629","International","Annulé"
"F5630","International","Annulé"
"F5631","International","Annulé"
"F5632","International","Retardé"
"F5633","International","Annulé"
"F5634","International","Annulé"
"F5635","International","Annulé"
"F5636","International","Retardé"
"F5637","International","à l heure"
"F5638","International","Annulé"
"F5639","International","Retardé"
"F5640","International","Annulé"
"F5641","International","Annulé"
"F5642","International","Annulé"
"F5643","National","Retardé"
"F5644","International","Retardé"
"F5645","International","Retardé"
"F5646","International","Retardé"
"F5647","International","Retardé"
"F5648","International","Annulé"
"F5649","International","à l heure"
"F5650","International","Annulé"
"F5651","International","à l heure"
"F5652","International","Annulé"
"F5653","International","Retardé"
"F5654","International","Retardé"
"F5655","International","Annulé"
"F5656","International","Annulé"
"F5657","International","Annulé"
"F5658","International","Annulé"
"F5659","International","Annulé"
"F5660","International","Annulé"
"F5661","International","à l heure"
"F5662","International","Annulé"
"F5663","International","à l heure"
"F5664","International","Annulé"
"F5665","International","Annulé"
"F5666","International","Annulé"
"F5667","International","Annulé"
"F5668","International","Annulé"
"F5669","International","Annulé"
"F5670","International","Annulé"
"F5671","National","Retardé"
"F5672","International","Retardé"
"F5673","International","Annulé"
"F5674","International","Annulé"
"F5675","International","à l heure"
"F5676","International","Retardé"
"F5677","International","Annulé"
"F5678","National","Annulé"
"F5679","National","Annulé"
"F5680","International","Retardé"
"F5681","International","à l heure"
"F5682","International","Annulé"
"F5683","International","Annulé"
"F5684","International","Annulé"
"F5685","International","Retardé"
"F5686","International","Annulé"
"F5687","National","Annulé"
"F5688","International","Annulé"
"F5689","International","Annulé"
"F5690","International","Annulé"
"F5691","International","Annulé"
"F5692","International","à l heure"
"F5693","International","à l heure"
"F5694","International","à l heure"
"F5695","International","Annulé"
"F5696","International","Retardé"
"F5697","International","Annulé"
"F5698","International","Retardé"
"F5699","International","Annulé"
"F5700","International","Annulé"
"F5701","International","à l heure"
"F5702","International","Retardé"
"F5703","National","Retardé"
"F5704","International","Retardé"
"F5705","International","Annulé"
"F5706","International","Retardé"
"F5707","International","à l heure"
"F5708","International","Annulé"
"F5709","International","à l heure"
"F5710","International","Retardé"
"F5711","International","à l heure"
"F5712","International","à l heure"
"F5713","International","Annulé"
"F5714","International","Annulé"
"F5715","International","Annulé"
"F5716","International","Annulé"
"F5717","International","Retardé"
"F5718","International","Annulé"
"F5719","International","Annulé"
"F5720","International","Annulé"
"F5721","International","Annulé"
"F5722","International","Retardé"
"F5723","International","Retardé"
"F5724","International","Annulé"
"F5725","International","Annulé"
"F5726","International","à l heure"
"F5727","International","Annulé"
"F5728","International","Annulé"
"F5729","International","Annulé"
"F5730","International","à l heure"
"F5731","International","Annulé"
"F5732","International","Retardé"
"F5733","International","Retardé"
"F5734","International","Annulé"
"F5735","International","Annulé"
"F5736","International","Annulé"
"F5737","International","Retardé"
"F5738","International","Annulé"
"F5739","International","Annulé"
"F5740","International","Retardé"
"F5741","International","Annulé"
"F5742","International","Retardé"
"F5743","International","à l heure"
"F5744","International","Retardé"
"F5745","International","Annulé"
"F5746","International","Annulé"
"F5747","International","Retardé"
"F5748","International","Annulé"
"F5749","International","Annulé"
"F5750","International","Retardé"
"F5751","International","Retardé"
"F5752","National","Annulé"
"F5753","International","Retardé"
"F5754","International","à l heure"
"F5755","International","Annulé"
"F5756","International","à l heure"
"F5757","International","Annulé"
"F5758","International","Annulé"
"F5759","National","Annulé"
"F5760","International","Annulé"
"F5761","International","Annulé"
"F5762","International","Annulé"
"F5763","International","à l heure"
"F5764","International","Retardé"
"F5765","International","Retardé"
"F5766","International","Annulé"
"F5767","International","Annulé"
"F5768","International","Annulé"
"F5769","International","Annulé"
"F5770","International","Annulé"
"F5771","International","Retardé"
"F5772","International","Annulé"
"F5773","International","Annulé"
"F5774","International","Annulé"
"F5775","International","Annulé"
"F5776","International","Annulé"
"F5777","International","Annulé"
"F5778","International","Retardé"
"F5779","International","Annulé"
"F5780","International","Retardé"
"F5781","International","Annulé"
"F5782","International","Retardé"
"F5783","International","Annulé"
"F5784","International","Retardé"
"F5785","International","Annulé"
"F5786","International","Annulé"
"F5787","International","Annulé"
"F5788","National","Annulé"
"F5789","International","Retardé"
"F5790","International","Annulé"
"F5791","International","Annulé"
"F5792","National","Annulé"
"F5793","International","à l heure"
"F5794","International","Annulé"
"F5795","International","Retardé"
"F5796","International","Retardé"
"F5797","International","à l heure"
"F5798","International","Annulé"
"F5799","International","Annulé"
"F5800","International","à l heure"
"F5801","International","Retardé"
"F5802","International","Annulé"
"F5803","International","Annulé"
"F5804","International","Annulé"
"F5805","International","Retardé"
"F5806","International","Annulé"
"F5807","International","Annulé"
"F5808","International","Annulé"
"F5809","International","Retardé"
"F5810","International","Retardé"
"F5811","International","Annulé"
"F5812","International","Retardé"
"F5813","International","à l heure"
"F5814","International","Annulé"
"F5815","International","à l heure"
"F5816","International","Annulé"
"F5817","International","Annulé"
"F5818","International","à l heure"
"F5819","International","Retardé"
"F5820","International","Annulé"
"F5821","International","Annulé"
"F5822","International","Annulé"
"F5823","International","à l heure"
"F5824","International","à l heure"
"F5825","International","Annulé"
"F5826","International","Annulé"
"F5827","International","Annulé"
"F5828","International","Retardé"
"F5829","International","Retardé"
"F5830","International","Annulé"
"F5831","International","Retardé"
"F5832","International","à l heure"
"F5833","International","Annulé"
"F5834","International","Retardé"
"F5835","International","Annulé"
"F5836","International","Retardé"
"F5837","International","Retardé"
"F5838","International","à l heure"
"F5839","International","Retardé"
"F5840","International","Retardé"
"F5841","National","Annulé"
"F5842","International","Annulé"
"F5843","International","Retardé"
"F5844","International","Annulé"
"F5845","International","Retardé"
"F5846","International","Annulé"
"F5847","International","Retardé"
"F5848","International","à l heure"
"F5849","International","à l heure"
"F5850","International","à l heure"
"F5851","International","Annulé"
"F5852","International","Annulé"
"F5853","International","Annulé"
"F5854","International","Annulé"
"F5855","International","Annulé"
"F5856","International","Annulé"
"F5857","International","à l heure"
"F5858","International","Annulé"
"F5859","International","Annulé"
"F5860","International","Retardé"
"F5861","International","Annulé"
"F5862","International","Annulé"
"F5863","International","Annulé"
"F5864","International","Annulé"
"F5865","International","Retardé"
"F5866","International","Annulé"
"F5867","International","Annulé"
"F5868","International","Annulé"
"F5869","International","Retardé"
"F5870","International","Retardé"
"F5871","International","Annulé"
"F5872","International","Annulé"
"F5873","International","Annulé"
"F5874","International","à l heure"
"F5875","National","Annulé"
"F5876","International","à l heure"
"F5877","National","Retardé"
"F5878","International","Retardé"
"F5879","International","Annulé"
"F5880","International","Retardé"
"F5881","International","Annulé"
"F5882","International","Annulé"
"F5883","International","à l heure"
"F5884","International","Annulé"
"F5885","International","Annulé"
"F5886","National","Retardé"
"F5887","International","à l heure"
"F5888","International","Retardé"
"F5889","International","Annulé"
"F5890","International","Retardé"
"F5891","International","Retardé"
"F5892","International","Annulé"
"F5893","International","Retardé"
"F5894","International","Retardé"
"F5895","International","Annulé"
"F5896","International","Retardé"
"F5897","International","Annulé"
"F5898","International","Annulé"
"F5899","National","Annulé"
"F5900","International","Annulé"
"F5901","International","Retardé"
"F5902","International","Annulé"
"F5903","International","Annulé"
"F5904","International","Retardé"
"F5905","International","Retardé"
"F5906","International","Retardé"
"F5907","International","Retardé"
"F5908","International","Retardé"
"F5909","International","Annulé"
"F5910","International","Retardé"
"F5911","International","Annulé"
"F5912","International","Retardé"
"F5913","International","à l heure"
"F5914","International","Retardé"
"F5915","International","Annulé"
"F5916","International","Retardé"
"F5917","International","Retardé"
"F5918","International","Annulé"
"F5919","International","Annulé"
"F5920","International","à l heure"
"F5921","International","Retardé"
"F5922","International","à l heure"
"F5923","International","Retardé"
"F5924","International","Annulé"
"F5925","International","Retardé"
"F5926","International","à l heure"
"F5927","International","Annulé"
"F5928","International","Annulé"
"F5929","International","Retardé"
"F5930","International","à l heure"
"F5931","International","Retardé"
"F5932","International","Retardé"
"F5933","International","Annulé"
"F5934","International","Retardé"
"F5935","International","Retardé"
"F5936","International","Retardé"
"F5937","International","à l heure"
"F5938","International","à l heure"
"F5939","International","Retardé"
"F5940","International","à l heure"
"F5941","International","Retardé"
"F5942","International","Annulé"
"F5943","International","Annulé"
"F5944","International","Annulé"
"F5945","International","à l heure"
"F5946","International","Annulé"
"F5947","International","Annulé"
"F5948","International","Annulé"
"F5949","International","Annulé"
"F5950","International","à l heure"
"F5951","International","Annulé"
"F5952","International","Retardé"
"F5953","International","Retardé"
"F5954","International","Annulé"
"F5955","International","à l heure"
"F5956","International","Annulé"
"F5957","International","Retardé"
"F5958","International","Retardé"
"F5959","International","Annulé"
"F5960","International","Annulé"
"F5961","International","à l heure"
"F5962","International","Annulé"
"F5963","International","Retardé"
"F5964","International","Annulé"
"F5965","International","Retardé"
"F5966","International","Annulé"
"F5967","National","Retardé"
"F5968","International","Annulé"
"F5969","International","Annulé"
"F5970","International","Retardé"
"F5971","International","Annulé"
"F5972","International","Retardé"
"F5973","International","Retardé"
"F5974","International","Retardé"
"F5975","International","Annulé"
"F5976","International","à l heure"
"F5977","International","Annulé"
"F5978","International","Retardé"
"F5979","International","Retardé"
"F5980","International","Retardé"
"F5981","International","Retardé"
"F5982","International","Annulé"
"F5983","International","Retardé"
"F5984","International","Retardé"
"F5985","International","Retardé"
"F5986","International","à l heure"
"F5987","International","Annulé"
"F5988","International","Annulé"
"F5989","International","Retardé"
"F5990","National","Annulé"
"F5991","International","à l heure"
"F5992","International","Annulé"
"F5993","International","Retardé"
"F5994","International","Annulé"
"F5995","International","Retardé"
"F5996","International","Annulé"
"F5997","International","Retardé"
"F5998","International","Annulé"
"F5999","International","à l heure"
"F6000","International","Retardé"
"F6001","International","Annulé"
"F6002","International","Annulé"
"F6003","International","Annulé"
"F6004","International","Annulé"
"F6005","International","à l heure"
"F6006","International","à l heure"
"F6007","International","à l heure"
"F6008","International","Retardé"
"F6009","International","Annulé"
"F6010","International","Annulé"
"F6011","International","Retardé"
"F6012","International","Annulé"
"F6013","International","Retardé"
"F6014","International","Annulé"
"F6015","International","Annulé"
"F6016","International","à l heure"
"F6017","International","à l heure"
"F6018","International","Annulé"
"F6019","International","Retardé"
"F6020","International","Annulé"
"F6021","International","Annulé"
"F6022","International","Annulé"
"F6023","International","Annulé"
"F6024","International","Retardé"
"F6025","International","Annulé"
"F6026","International","Retardé"
"F6027","International","Retardé"
"F6028","National","à l heure"
"F6029","International","Annulé"
"F6030","International","Annulé"
"F6031","International","à l heure"
"F6032","International","Annulé"
"F6033","National","à l heure"
"F6034","National","Annulé"
"F6035","International","à l heure"
"F6036","International","Annulé"
"F6037","International","Annulé"
"F6038","International","Annulé"
"F6039","National","Annulé"
"F6040","National","Annulé"
"F6041","International","Annulé"
"F6042","International","Annulé"
"F6043","International","Retardé"
"F6044","International","Retardé"
"F6045","International","Retardé"
"F6046","International","Annulé"
"F6047","International","Annulé"
"F6048","International","Retardé"
"F6049","International","Annulé"
"F6050","International","Retardé"
"F6051","International","à l heure"
"F6052","International","Annulé"
"F6053","International","Retardé"
"F6054","International","Annulé"
"F6055","International","Annulé"
"F6056","International","Annulé"
"F6057","International","Retardé"
"F6058","International","Annulé"
"F6059","International","Retardé"
"F6060","International","Retardé"
"F6061","International","Retardé"
"F6062","International","Annulé"
"F6063","International","Retardé"
"F6064","International","Retardé"
"F6065","International","Annulé"
"F6066","International","Retardé"
"F6067","National","Annulé"
"F6068","International","Annulé"
"F6069","International","Retardé"
"F6070","International","à l heure"
"F6071","International","à l heure"
"F6072","International","Annulé"
"F6073","International","Annulé"
"F6074","International","Annulé"
"F6075","International","Annulé"
"F6076","International","Annulé"
"F6077","International","Retardé"
"F6078","International","Annulé"
"F6079","International","Annulé"
"F6080","International","Annulé"
"F6081","International","Annulé"
"F6082","International","Annulé"
"F6083","International","à l heure"
"F6084","International","Annulé"
"F6085","International","Retardé"
"F6086","International","Retardé"
"F6087","International","à l heure"
"F6088","International","Annulé"
"F6089","International","Annulé"
"F6090","International","Annulé"
"F6091","International","Annulé"
"F6092","International","à l heure"
"F6093","International","Annulé"
"F6094","International","Retardé"
"F6095","International","Annulé"
"F6096","International","Retardé"
"F6097","International","à l heure"
"F6098","International","Retardé"
"F6099","International","Annulé"
"F6100","International","Retardé"
"F6101","International","Retardé"
"F6102","International","Annulé"
"F6103","International","à l heure"
"F6104","International","Retardé"
"F6105","International","Retardé"
"F6106","International","Retardé"
"F6107","International","Annulé"
"F6108","International","Retardé"
"F6109","International","à l heure"
"F6110","International","Retardé"
"F6111","International","Retardé"
"F6112","International","Retardé"
"F6113","International","Retardé"
"F6114","International","Retardé"
"F6115","International","Annulé"
"F6116","International","Retardé"
"F6117","International","Retardé"
"F6118","International","Annulé"
"F6119","International","Annulé"
"F6120","National","Annulé"
"F6121","National","Retardé"
"F6122","International","Annulé"
"F6123","International","Retardé"
"F6124","International","Retardé"
"F6125","International","à l heure"
"F6126","International","à l heure"
"F6127","International","Retardé"
"F6128","International","Retardé"
"F6129","International","Annulé"
"F6130","International","Retardé"
"F6131","International","Retardé"
"F6132","International","Retardé"
"F6133","International","Annulé"
"F6134","International","Annulé"
"F6135","International","Retardé"
"F6136","International","Annulé"
"F6137","International","Annulé"
"F6138","International","Annulé"
"F6139","International","Annulé"
"F6140","National","Annulé"
"F6141","International","Retardé"
"F6142","International","Annulé"
"F6143","International","Retardé"
"F6144","National","Retardé"
"F6145","International","à l heure"
"F6146","International","à l heure"
"F6147","International","Annulé"
"F6148","International","Annulé"
"F6149","International","Annulé"
"F6150","International","Retardé"
"F6151","National","Annulé"
"F6152","International","Annulé"
"F6153","International","Retardé"
"F6154","International","Annulé"
"F6155","International","Retardé"
